unlocode,name,municipality,iso_country,lat,lon
AUBWB,Barrow Island,Barrow Island,AU,-20.782066,115.4067731
AUBWI,Bulwer,Bulwer,AU,-27.06667,153.36667
AUBWT,Burnie,Burnie,AU,-41.0523688,145.9064073
AUBYP,Beauty Point,Beauty Point,AU,-41.1567189,146.8204306
AUBYY,Bushy Park,Bushy Park,AU,-37.86667,147.03333
AUC8R,Cromer,Cromer,AU,-34.76667,139
AUCAL,Caloundra Head,Caloundra Head,AU,-26.7981633,153.1354434
AUCAP,Capalaba,Capalaba,AU,-27.51667,153.18333
AUCAR,Carina Heights,Carina Heights,AU,-27.5,153.08333
AUCBA,Corio Bay,Corio Bay,AU,-38.11667,144.43333
AUCBO,Carboor,Carboor,AU,-36.63333,146.55
AUCBR,Canberra,Canberra,AU,-35.2975906,149.1012676
AUCCU,Cape Cuvier,Cape Cuvier,AU,-24.2254977,113.3936022
AUCDN,Clarendon,Clarendon,AU,-35.11667,138.63333
AUCFS,Coffs Harbour,Coffs Harbour,AU,-30.2985996,153.1094116
AUCHA,Chatswood,Chatswood,AU,-33.7967377,151.1814306
AUCHB,Catherine Hill Bay,Catherine Hill Bay,AU,-33.1556323,151.6273518
AUCHE,Chermside,Chermside,AU,-27.384991,153.033322
AUCHV,Challis Venture (oil terminal),Challis Venture (oil terminal),AU,-12.11667,125.01667
AUCLF,Carlingford,Carlingford,AU,-33.78333,151.05
AUCLM,Claremont,Claremont,AU,-31.98333,115.78333
AUCLN,Cape Leeuwin,Cape Leeuwin,AU,-34.376389,115.136389
AUCLT,Cape Lambert,Cape Lambert,AU,-20.612057,117.1601648
AUCMB,Cambridge,Cambridge,AU,-42.83333,147.45
AUCMO,Como,Como,AU,-34,151.06667
AUCMP,Camperdown,Camperdown,AU,-33.88333,151.16667
AUCN6,Chinderah,Chinderah,AU,-28.23333,153.55
AUCNS,Cairns,Cairns,AU,-16.9206657,145.7721854
AUCNW,Coonawarra,Coonawarra,AU,-37.3,140.81667
AUCOO,Coomera,Coomera,AU,-27.88333,153.3
AUCOP,Cossack Pioneer (oil terminal),Cossack Pioneer (oil terminal),AU,-19.58333,116.45
AUCOU,Coolum,Coolum,AU,-26.55,153.08333
AUCOW,Cowaramup,Cowaramup,AU,-33.86667,115.08333
AUCPN,Cape Preston,Cape Preston,AU,-20.85,116.2
AUCPR,Coorparoo,Coorparoo,AU,-27.5,153.05
AUCQP,Cape Flattery,Cape Flattery,AU,-14.9833,145.351
AUCRF,Crafers,Crafers,AU,-35,138.7
AUCRL,Coral Bay,Coral Bay,AU,-23.13333,113.76667
AUCRS,Coral Sea,Coral Sea,AU,-21.006593,149.5620841
AUCRU,Cronulla,Cronulla,AU,-34.05,151.15
AUCRV,Coromandel Valley,Coromandel Valley,AU,-35.05,138.61667
AUCST,Coldstream,Coldstream,AU,-37.71667,145.36667
AUCTE,Cottesloe,Cottesloe,AU,-32,115.76667
AUCTH,Thevenard Island,Thevenard Island,AU,-21.45,114.98333
AUCTI,Cockatoo Island,Cockatoo Island,AU,-16.1,123.61667
AUCTN,Cooktown,Cooktown,AU,-15.3718125,144.9028573
AUCTT,Cottles Bridge,Cottles Bridge,AU,-37.63333,145.21667
AUCUN,Caufield North,Caufield North,AU,-37.873,145.025
AUCVL,Clovelly,Clovelly,AU,-33.9,151.25
AUCVN,Cleveland,Cleveland,AU,-27.53333,153.26667
AUCVQ,Carnarvon,Carnarvon,AU,-24.883847,113.6570703
AUCVS,Caversham,Caversham,AU,-31.88333,115.96667
AUDA5,Twowells,Twowells,AU,-34.6,138.5
AUDAA,Darra,Darra,AU,-27.568054,152.9542605
AUDAL,Dalton,Dalton,AU,-34.71667,149.18333
AUDAM,Dampier,Dampier,AU,-20.6624798,116.7119013
AUDAR,Dardanup,Dardanup,AU,-33.4,115.75
AUDFE,Longwood,Longwood,AU,-35.045255,138.7280787
AUDGA,Tea Gardens,Tea Gardens,AU,-32.66667,152.15
AUDHI,Dhipirrinjura,Dhipirrinjura,AU,-12.25,135.08333
AUDIA,Diamond Creek,Diamond Creek,AU,-37.66667,145.15
AUDIL,Cowandilla,Cowandilla,AU,-34.91667,138.55
AUDIT,Dalrymple Islet,Dalrymple Islet,AU,-9.6,143.3
AUDLP,Arndell Park,Arndell Park,AU,-33.78333,150.86667
AUDON,Cape Don,Cape Don,AU,-11.31667,131.75
AUDPO,Devonport,Devonport,AU,-41.1797561,146.3613011
AUDRB,Derby,Derby,AU,-17.3031912,123.6287226
AUDRW,Darwin,Darwin,AU,-12.45,130.83333
AUDRY,Drysdale,Drysdale,AU,-38.16667,144.56667
AUDSW,Padstow,Padstow,AU,-33.95,151.03333
AUEDB,Edithburgh,Edithburgh,AU,-35.0870533,137.7424327
AUEDE,Eden Valley,Eden Valley,AU,-34.65,139.1
AUELB,Elizabeth Bay,Elizabeth Bay,AU,-33.8716908,151.2282875
AUELE,Electrona,Electrona,AU,-43.055251,147.2620888
AUELT,Eltham,Eltham,AU,-37.73333,145.15
AUEPR,Esperance,Esperance,AU,-33.858228,121.8931606
AUEVL,Evans Landing,Evans Landing,AU,-12.66667,141.85
AUEXM,Exmouth Gulf,Exmouth Gulf,AU,-22.6065486,114.1991273
AUFIN,Findon,Findon,AU,-34.9,138.53333
AUFIS,Fisherman Islands,Fisherman Islands,AU,-30.1297926,114.9440783
AUFLD,Frankland,Frankland,AU,-34.3607322,117.0801807
AUFLN,Flynn,Flynn,AU,-38.16667,146.68333
AUFRE,Fremantle,Fremantle,AU,-32.0534086,115.7586172
AUFRY,Port Fairy,Port Fairy,AU,-38.36667,142.23333
AUFWT,Freshwater,Freshwater,AU,-33.76667,151.28333
AUGBT,Garbutt,Garbutt,AU,-19.26667,146.76667
AUGEE,George Town,George Town,AU,-41.1050157,146.8238459
AUGEM,Gembrook,Gembrook,AU,-37.95,145.55
AUGET,Geraldton,Geraldton,AU,-28.77035,114.6147159
AUGEX,Geelong,Geelong,AU,-38.1493248,144.3598241
AUGLL,Glebe Island,Glebe Island,AU,-33.8662904,151.1838513
AUGLT,Gladstone,Gladstone,AU,-23.8431724,151.256132
AUGOA,Goolwa,Goolwa,AU,-35.5,138.78333
AUGOH,Gove Harbour,Gove Harbour,AU,-12.21667,136.66667
AUGOR,Gordon,Gordon,AU,-37.58333,144.1
AUGOV,Gove,Gove,AU,-12.2913985,136.8472845
AUGRB,Gravelly Beach,Gravelly Beach,AU,-41.3,146.96667
AUGRH,Greenhead,Greenhead,AU,-30.05,114.967
AUGRK,Greenock,Greenock,AU,-34.46667,138.91667
AUGRU,Gruyere,Gruyere,AU,-37.73333,145.45
AUGRV,Griffin Venture (oil terminal),Griffin Venture (oil terminal),AU,-21.21667,114.63333
AUGTE,Groote Eylandt,Groote Eylandt,AU,-13.9333,136.6
AUGTW,Great Western,Great Western,AU,-37.15,142.85
AUGTY,Kingsford,Kingsford,AU,-33.9215922,151.2272307
AUGUM,Gumeracha,Gumeracha,AU,-34.83333,138.88333
AUGUR,The Gurdies,The Gurdies,AU,-38.36667,145.55
AUHAH,Hahndorf,Hahndorf,AU,-35.03333,138.8
AUHAM,Hampton,Hampton,AU,-37.937671,145.0086789
AUHAS,Hastings,Hastings,AU,-38.3,145.25
AUHBA,Hobart,Hobart,AU,-42.86667,147.3
AUHBE,Heatherbrae,Heatherbrae,AU,-32.78333,151.73333
AUHDD,Hoddles Creek,Hoddles Creek,AU,-37.83333,145.58333
AUHFR,Henderson,Henderson,AU,-32.16667,115.76667
AUHNK,Hinchinbrook Island,Hinchinbrook Island,AU,-18.38333,146.28333
AUHPP,Happy Valley,Happy Valley,AU,-35.08333,138.53333
AUHPT,Hay Point,Hay Point,AU,-21.298313,149.2693543
AUHTH,Heathcote,Heathcote,AU,-36.91667,144.71667
AUHTT,Halletts Cove,Halletts Cove,AU,-35.06667,138.5
AUHWD,Hanwood,Hanwood,AU,-34.33333,146.03333
AUIGF,Ingle Farm,Ingle Farm,AU,-34.83333,138.63333
AUIPS,Ipswich,Ipswich,AU,-27.6160323,152.7608348
AUIRY,Irymple,Irymple,AU,-34.25,142.16667
AUJML,Laurieton,Laurieton,AU,-31.65,152.8
AUKAN,Kangarilla,Kangarilla,AU,-35.15,138.65
AUKAY,Kayena,Kayena,AU,-41.18333,146.88333
AUKEI,Keith,Keith,AU,-36.1,140.35
AUKGC,Kingscote,Kingscote,AU,-35.6524847,137.6367523
AUKIT,Kingston,Kingston,AU,-36.8391699,139.8471033
AUKJH,Welland,Welland,AU,-34.9,138.53333
AUKLL,Maryknoll,Maryknoll,AU,-38.034305,145.604829
AUKLP,Klein Point,Klein Point,AU,-34.95972,137.78056
AUKNG,Kensington Gardens,Kensington Gardens,AU,-34.9197256,138.6631867
AUKOI,Koolan Island,Koolan Island,AU,-16.125278,123.738333
AUKRB,Karumba,Karumba,AU,-17.48333,140.83333
AUKTR,Katherine,Katherine,AU,-14.4646157,132.2635993
AUKUR,Kurnell,Kurnell,AU,-34.0222379,151.1880555
AUKWI,Kwinana,Kwinana,AU,-32.2431049,115.8253914
AULAB,Lady Barron,Lady Barron,AU,-40.2114066,148.2420655
AULAN,Langarra,Langarra,AU,-12.08333,135.35
AULDH,Lord Howe Is,Lord Howe Is,AU,-31.5233816,159.0636715
AULEN,Lakes Entrance,Lakes Entrance,AU,-37.88333,147.98333
AULKU,Torrensville,Torrensville,AU,-34.9197846,138.5597989
AULME,Bangholme,Bangholme,AU,-38.0483919,145.1720859
AULMQ,Lake Macquarie,Lake Macquarie,AU,-33.06667,151.6
AULOW,Lisarow,Lisarow,AU,-33.38333,151.36667
AULST,Launceston,Launceston,AU,-41.4340813,147.1373496
AULUB,Lucky Bay,Lucky Bay,AU,-33.7028527,137.0417716
AULUC,Lucinda,Lucinda,AU,-18.532484,146.3372932
AULYD,Lilydale,Lilydale,AU,-37.75,145.36667
AUMAR,Marrickville,Marrickville,AU,-33.91667,151.16667
AUMBH,Maryborough,Maryborough,AU,-25.537583,152.7019182
AUMBY,Maribyrnong,Maribyrnong,AU,-37.78333,144.88333
AUMDC,Mordialloc,Mordialloc,AU,-38.01667,145.08333
AUMEL,Melbourne,Melbourne,AU,-37.81667,144.96667
AUMHW,Mount Hawthorn,Mount Hawthorn,AU,-31.91667,115.83333
AUMIB,Milner Bay,Milner Bay,AU,-13.8549589,136.4131801
AUMID,Midland,Midland,AU,-31.8890099,116.002453
AUMIL,Milperra,Milperra,AU,-33.9388237,150.9846424
AUMKY,Mackay,Mackay,AU,-21.15,149.2
AUMLI,Melville Island,Melville Island,AU,-11.55,130.93333
AUMLL,Mooloolaba,Mooloolaba,AU,-26.68333,153.13333
AUMOK,Moorook,Moorook,AU,-34.28333,140.35
AUMON,Montara Field,Montara Field,AU,-12.672361,124.5395
AUMOU,Mourilyan,Mourilyan,AU,-17.5746875,146.0551112
AUMOW,Mowbray Heights,Mowbray Heights,AU,-41.38333,147.13333
AUMQI,Macquarie Island,Macquarie Island,AU,-54.6318143,158.8617576
AUMRK,Macquarie Park,Macquarie Park,AU,-33.76667,151.11667
AUMRS,Melrose,Melrose,AU,-32.8265904,138.1875684
AUMWA,Mulwala,Mulwala,AU,-36,146
AUNB2,North Bridge,North Bridge,AU,-35.0753161,139.2647552
AUNEQ,Nericon,Nericon,AU,-34.2,146.03333
AUNGH,Nganhurra,Nganhurra,AU,-21.48333,114
AUNHU,Nhulunbuy,Nhulunbuy,AU,-12.18333,136.78333
AUNIV,Ningaloo Vision,Ningaloo Vision,AU,-21.4,114.08333
AUNLK,New Norfolk,New Norfolk,AU,-42.78333,147.06667
AUNSB,Broke,Broke,AU,-32.75,151.1
AUNTL,Newcastle,Newcastle,AU,-32.9192953,151.7795348
AUOKF,Oak Flats,Oak Flats,AU,-34.55,150.81667
AUONS,Onslow,Onslow,AU,-21.65,115.1
AUOSB,Osborne Island,Osborne Island,AU,-14.31762,126.0194429
AUP6D,Aspendale,Aspendale,AU,-38.03333,145.1
AUPAE,Port Adelaide,Port Adelaide,AU,-34.8342755,138.5123548
AUPAG,Paddington,Paddington,AU,-33.88333,151.21667
AUPAL,Palmerston,Palmerston,AU,-12.4799608,130.9844108
AUPAU,Port Arthur,Port Arthur,AU,-43.1435301,147.8440404
AUPBN,Port of Brisbane,Port of Brisbane,AU,-27.38333,153.16667
AUPBT,Port Botany,Port Botany,AU,-33.9734678,151.2178519
AUPBY,Port Bonython,Port Bonython,AU,-32.9666335,137.7416013
AUPCT,Port Curtis,Port Curtis,AU,-23.4195405,150.5443293
AUPDI,Port Denison,Port Denison,AU,-29.26667,114.93333
AUPEL,Pelican Point,Pelican Point,AU,-37.927273,140.4233202
AUPEN,Pendle Hills,Pendle Hills,AU,-33.8,150.95
AUPER,Perth,Perth,AU,-31.95,115.85
AUPEX,Exmouth,Exmouth,AU,-21.9324401,114.1258094
AUPGI,Port Giles,Port Giles,AU,-35.0219216,137.7619583
AUPHE,Port Hedland,Port Hedland,AU,-20.3111814,118.5801181
AUPHP,Point Henry Pier/Melbourne,Point Henry Pier/Melbourne,AU,-38.11667,144.43333
AUPHR,Prahran,Prahran,AU,-37.85,145
AUPHU,Port Huon,Port Huon,AU,-43.1556251,146.9698095
AUPIC,Picton,Picton,AU,-34.18333,150.6
AUPIS,Phillip Island,Phillip Island,AU,-38.48333,145.23333
AUPJK,Port Jackson,Port Jackson,AU,-33.858333,151.233333
AUPKL,Port Kembla,Port Kembla,AU,-34.4703383,150.8953674
AUPKY,Port Kenny,Port Kenny,AU,-33.16667,134.68333
AUPLA,Port Latta,Port Latta,AU,-40.8517723,145.3818738
AUPLO,Port Lincoln,Port Lincoln,AU,-34.7211905,135.8592218
AUPMK,Palm Island,Palm Island,AU,-18.702764,146.564155
AUPOR,Port Melbourne,Port Melbourne,AU,-37.83333,144.93333
AUPPI,Port Pirie,Port Pirie,AU,-33.1791249,138.0058614
AUPQQ,Port Macquarie,Port Macquarie,AU,-31.4299499,152.9103525
AUPRC,Price,Price,AU,-34.2860881,137.9941771
AUPSM,Point Samson,Point Samson,AU,-20.6304515,117.194867
AUPST,Port Stanvac,Port Stanvac,AU,-35.1103229,138.4913504
AUPTD,Port Dalrymple,Port Dalrymple,AU,-41.141667,146.866667
AUPTI,Port Douglas,Port Douglas,AU,-16.4845983,145.4636294
AUPTJ,Portland,Portland,AU,-38.3456231,141.6042304
AUPTL,Port Alma,Port Alma,AU,-23.5796475,150.7788024
AUPTW,Port Willunga,Port Willunga,AU,-35.26667,138.45
AUPUG,Port Augusta,Port Augusta,AU,-32.4908819,137.7639874
AUPWI,Point Wilson,Point Wilson,AU,-38.0211,144.529
AUPWL,Port Walcott,Port Walcott,AU,-20.612057,117.1601648
AUPYE,Pyrenees,Pyrenees,AU,-37.3301195,143.4238023
AUPYR,Pyrmont,Pyrmont,AU,-33.86667,151.18333
AUPYT,Pleystowe,Pleystowe,AU,-21.15,149.01667
AUQDN,Eden,Eden,AU,-37.0640494,149.9035118
AURAB,Rapid Bay,Rapid Bay,AU,-35.5273156,138.1909552
AURAF,Raffles Bay,Raffles Bay,AU,-11.26667,132.38333
AURBU,Roebourne,Roebourne,AU,-20.7723709,117.145828
AURCM,Richmond,Richmond,AU,-21.096944,149.13
AURDN,Risdon,Risdon,AU,-42.8238016,147.3196055
AURDS,Rhodes,Rhodes,AU,-33.83333,151.08333
AUREV,Revesby,Revesby,AU,-33.95,151
AURLL,Reynella,Reynella,AU,-35.0965682,138.5216167
AURNB,Rosslyn Bay,Rosslyn Bay,AU,-23.16667,150.78333
AUROB,Robe,Robe,AU,-37.18333,139.75
AUROK,Rockhampton,Rockhampton,AU,-23.3782137,150.5134227
AUROZ,Rozelle,Rozelle,AU,-33.85,151.16667
AURTS,Rottnest Island,Rottnest Island,AU,-32.0069345,115.5207677
AURYP,Rocky Point,Rocky Point,AU,-34.9870309,118.1128078
AUSBN,South Brisbane,South Brisbane,AU,-27.46667,153.01667
AUSCL,Clare,Clare,AU,-33.83333,138.6
AUSCY,Scoresby,Scoresby,AU,-37.9,145.21667
AUSGT,Sandgate,Sandgate,AU,-32.86667,151.7
AUSHB,Shark Bay,Shark Bay,AU,-25.8060618,113.9073701
AUSHC,Crux,Crux,AU,-12.95,124.43333
AUSKA,Skardon River,Skardon River,AU,-11.75,142.01667
AUSKY,Skye,Skye,AU,-34.9244298,138.692899
AUSMR,Seventeen Mile Rocks/Brisbane,Seventeen Mile Rocks/Brisbane,AU,-27.55,152.95
AUSOL,Shea Oak Log,Shea Oak Log,AU,-34.51667,138.81667
AUSPO,Spreyton,Spreyton,AU,-41.21667,146.35
AUSRN,Strahan,Strahan,AU,-42.1525389,145.3282194
AUSSH,Sellicks Hill,Sellicks Hill,AU,-35.3310573,138.4953819
AUSTA,Stanley,Stanley,AU,-40.7605718,145.2945184
AUSTR,South Trees,South Trees,AU,-23.9,151.28333
AUSUH,Surry Hills,Surry Hills,AU,-33.88333,151.21667
AUSWR,South West Rocks,South West Rocks,AU,-30.8943859,153.040677
AUSYD,Sydney,Sydney,AU,-33.85,151.2
AUSYL,Sylvania,Sylvania,AU,-34.01667,151.1
AUT3P,Port Hacking,Port Hacking,AU,-34.06667,151.13333
AUTHE,Thevenard,Thevenard,AU,-32.1457473,133.6540362
AUTHS,Tweed Heads South,Tweed Heads South,AU,-28.2,153.53333
AUTIS,Thursday Island,Thursday Island,AU,-10.561097,142.2470989
AUTOL,Toombul,Toombul,AU,-27.4,153.05
AUTOR,Toronto,Toronto,AU,-33,151.6
AUTRB,Trial Bay,Trial Bay,AU,-30.8667,153.05
AUTRD,Tooradin,Tooradin,AU,-38.21667,145.38333
AUTRI,Troughton Island,Troughton Island,AU,-13.75,126.13333
AUTSV,Townsville,Townsville,AU,-19.2569391,146.8239537
AUTTS,Blackmans Bay,Blackmans Bay,AU,-42.98333,147.31667
AUULA,Ulladulla,Ulladulla,AU,-35.35,150.41667
AUULT,Ultimo,Ultimo,AU,-33.8794728,151.1984346
AUUMB,Umbakumba,Umbakumba,AU,-13.85,136.8
AUURN,Urangan,Urangan,AU,-25.287209,152.8981059
AUUSL,Useless Loop,Useless Loop,AU,-26.1304798,113.4170266
AUVAR,Varanus Island,Varanus Island,AU,-20.650833,115.574167
AUVGH,Van Gogh Terminal,Van Gogh Terminal,AU,-21.4,114.08333
AUVIB,Boronia,Boronia,AU,-37.8563043,145.2859658
AUVIC,Newtown,Newtown,AU,-37.7,143.65
AUVIT,Wishart,Wishart,AU,-27.5514355,153.1031592
AUWAL,Wallaroo,Wallaroo,AU,-33.9308118,137.6272608
AUWAZ,Warwick,Warwick,AU,-28.2163204,152.0327039
AUWBT,Woollybutt (Oil facility),Woollybutt (Oil facility),AU,-21.05,114.86667
AUWEI,Weipa,Weipa,AU,-12.6386641,141.8710861
AUWEP,Westernport,Westernport,AU,-38.424716,145.254785
AUWHL,Welshpool,Welshpool,AU,-38.66667,146.43333
AUWIH,Wingham,Wingham,AU,-31.86667,152.36667
AUWMB,Warrnambool,Warrnambool,AU,-38.3826242,142.4814199
AUWNB,Withnell Bay,Withnell Bay,AU,-20.58333,116.78333
AUWOO,Woolloomooloo,Woolloomooloo,AU,-33.86667,151.21667
AUWOT,Wonthaggi,Wonthaggi,AU,-38.6043664,145.5913433
AUWRB,Werribee,Werribee,AU,-37.9,144.65
AUWSI,Whitsunday Island,Whitsunday Island,AU,-20.25,149.01667
AUWSN,Warners Bay,Warners Bay,AU,-32.96667,151.65
AUWTN,Webberton,Webberton,AU,-28.75,114.61667
AUWTW,Waterways,Waterways,AU,-38,145.11667
AUWWP,Wentworth Point,Wentworth Point,AU,-33.83333,151.06667
AUWYA,Whyalla,Whyalla,AU,-33.0382085,137.5843572
AUWYN,Wyndham,Wyndham,AU,-15.4867977,128.1236196
AUYAM,Yampi,Yampi,AU,-16.1272,123.56
AUYBA,Yamba,Yamba,AU,-29.44,153.3594444
AUYRR,Yarra Junction,Yarra Junction,AU,-37.78333,145.61667
AUZBO,Bowen,Bowen,AU,-20.012125,148.2462901
AWAUA,Aruba,Aruba,AW,12.5,-69.96667
AWBAR,Barcadera,Barcadera,AW,12.48333,-69.98333
AWBUS,Bushiribana,Bushiribana,AW,12.55,-69.96667
AWORJ,Oranjestad,Oranjestad,AW,12.516667,-70.05
AWSNL,Sint Nicolaas,Sint Nicolaas,AW,12.433333,-69.916667
AXMHQ,Mariehamn (Maarianhamina),Mariehamn (Maarianhamina),AX,60.1,19.95
AZALA,Alat,Alat,AZ,39.95,49.4
AZBAK,Baku,Baku,AZ,40.3755885,49.8328009
AZKMZ,Khachmaz,Khachmaz,AZ,41.4655339,48.8011599
AZQDG,Qaradag,Qaradag,AZ,40.6079721,45.8083158
AZSHI,Shirvan,Shirvan,AZ,39.91667,48.91667
AZSUQ,Sumqayit,Sumqayit,AZ,40.58333,49.66667
BA4CA,Cazin,Cazin,BA,44.96667,15.93333
BADOJ,Domaljevac,Domaljevac,BA,45.05,18.56667
BAFOJ,Fojnica,Fojnica,BA,43.95,17.9
BAJBA,Jablanica,Jablanica,BA,43.65,17.75
BAMAG,Maglaj,Maglaj,BA,44.53333,18.08333
BANEM,Neum,Neum,BA,42.91667,17.61667
BASMT,Sanski Most,Sanski Most,BA,44.76667,16.66667
BAVGS,Vogosca,Vogosca,BA,43.9,18.35
BAZNK,Zvornik,Zvornik,BA,44.38333,19.1
BBBGI,Bridgetown,Bridgetown,BB,13.0977832,-59.6184184
BBSTM,Saint Michael,Saint Michael,BB,13.11667,-59.6
BDASJ,Ashuganj,Ashuganj,BD,24.03333,91.01667
BDBNP,Benapole,Benapole,BD,23.05,88.9
BDBZL,Barisal,Barisal,BD,22.7047521,90.370729
BDCGP,Chattogram,Chattogram,BD,22.33333,91.83333
BDCHL,Chalna,Chalna,BD,22.6038492,89.5210646
BDKHL,Khulna,Khulna,BD,22.8171664,89.563759
BDMGL,Mongla,Mongla,BD,22.4679228,89.6040074
BDMUN,Munshiganj,Munshiganj,BD,23.55,90.53333
BDNAR,Narayanganj,Narayanganj,BD,23.6236732,90.4988075
BDPAY,Payra Port,Payra Port,BD,21.93333,90.26667
BDPCR,Panchashar,Panchashar,BD,23.56667,90.5
BDPGN,Pangaon,Pangaon,BD,23.65,90.45
BE7PD,Athis,Athis,BE,50.36667,3.76667
BE9IR,Eben-Emael,Eben-Emael,BE,50.8,5.66667
BEAAB,Aalst,Aalst,BE,50.93333,4.03333
BEAAL,Aalter,Aalter,BE,51.08333,3.45
BEADK,Adinkerke,Adinkerke,BE,51.06667,2.6
BEAEJ,Arendonk,Arendonk,BE,51.31667,5.08333
BEAFN,Afsnee,Afsnee,BE,51.03333,3.66667
BEAGT,Argenteau,Argenteau,BE,50.7,5.7
BEAHE,Antheit,Antheit,BE,50.55,5.21667
BEAMY,Amay,Amay,BE,50.55,5.31667
BEANB,Angleur,Angleur,BE,50.61667,5.58333
BEAND,Andenne,Andenne,BE,50.48333,5.1
BEANH,Anhée,Anhée,BE,50.31667,4.88333
BEANR,Antwerpen,Antwerpen,BE,51.21667,4.41667
BEAPL,Appels,Appels,BE,51.03333,4.06667
BEAPS,Ampsin,Ampsin,BE,50.53333,5.28333
BEAPT,Appelterre-Eichem,Appelterre-Eichem,BE,50.81667,3.96667
BEASP,Asper,Asper,BE,50.91667,3.65
BEASR,Anseremme,Anseremme,BE,50.25,4.9
BEAST,Astene,Astene,BE,50.98333,3.55
BEATH,Ath,Ath,BE,50.61667,3.76667
BEATO,Antoing,Antoing,BE,50.56667,3.45
BEAVE,Annevoie,Annevoie,BE,50.33333,4.83333
BEAVG,Anvaing,Anvaing,BE,50.6828,3.5611
BEAVL,Avelgem,Avelgem,BE,50.76667,3.43333
BEAVS,Auvelais,Auvelais,BE,50.45,4.61667
BEBAI,Baillonville,Baillonville,BE,50.28333,5.33333
BEBAN,Ben-Ahin,Ben-Ahin,BE,50.51667,5.16667
BEBAT,Battel,Battel,BE,51.05,4.45
BEBAZ,Bazel,Bazel,BE,51.15,4.3
BEBBG,Blankenberge,Blankenberge,BE,51.31667,3.13333
BEBCM,Berchem,Berchem,BE,50.78333,3.5
BEBCR,Bellecourt,Bellecourt,BE,50.48333,4.25
BEBDU,Baudour,Baudour,BE,50.48333,3.81667
BEBER,Beerse,Beerse,BE,51.31667,4.86667
BEBGK,Balgerhoek,Balgerhoek,BE,51.2,3.51667
BEBGN,Briegden,Briegden,BE,50.86667,5.61667
BEBGS,Brugge (Bruges),Brugge (Bruges),BE,51.21667,3.23333
BEBHE,Boekhoute,Boekhoute,BE,51.25,3.71667
BEBHR,Bléharies,Bléharies,BE,50.51667,3.4
BEBHU,Buggenhout,Buggenhout,BE,51.01667,4.2
BEBLE,Balen,Balen,BE,51.16667,5.15
BEBLO,Beloeil,Beloeil,BE,50.55,3.71667
BEBLT,Blaton,Blaton,BE,50.5,3.65
BEBMB,Boortmeerbeek,Boortmeerbeek,BE,50.98333,4.56667
BEBNU,Berneau,Berneau,BE,50.75,5.73333
BEBO2,Bougnies,Bougnies,BE,50.38333,3.93333
BEBOA,Bas-Oha,Bas-Oha,BE,50.51667,5.18333
BEBOC,Bocholt,Bocholt,BE,51.16667,5.58333
BEBOM,Boom,Boom,BE,51.08333,4.36667
BEBON,Bornem,Bornem,BE,51.1,4.23333
BEBOO,Boorsem,Boorsem,BE,50.93333,5.71667
BEBRE,Bree,Bree,BE,51.13333,5.6
BEBRM,Beernem,Beernem,BE,51.15,3.33333
BEBRT,Berendrecht,Berendrecht,BE,51.33333,4.31667
BEBRU,Bruxelles (Brussel),Bruxelles (Brussel),BE,50.83333,4.33333
BEBRY,Bruyelle,Bruyelle,BE,50.55,3.41667
BEBSE,Bissegem,Bissegem,BE,50.81667,3.21667
BEBSI,Labuissière,Labuissière,BE,50.31667,4.16667
BEBSR,Baasrode,Baasrode,BE,51.03333,4.16667
BEBSU,Bossuit,Bossuit,BE,50.75,3.4
BEBTX,Bertrix,Bertrix,BE,49.85,5.25
BEBUD,Burcht,Burcht,BE,51.2,4.35
BEBVE,Bever,Bever,BE,50.71667,3.93333
BEBVM,Bouvignes-sur-Meuse,Bouvignes-sur-Meuse,BE,50.26667,4.9
BEBVO,Beverlo,Beverlo,BE,51.08333,5.2
BEBWN,Warneton,Warneton,BE,50.75,2.95
BECBQ,Clabecq,Clabecq,BE,50.68333,4.21667
BECCS,Courcelles,Courcelles,BE,50.46667,4.36667
BECLN,Calonne,Calonne,BE,50.56667,3.43333
BECOM,Comines,Comines,BE,50.76667,2.98333
BECOU,Couillet,Couillet,BE,50.38333,4.45
BECRA,Cheratte,Cheratte,BE,50.68333,5.66667
BECRL,Charleroi,Charleroi,BE,50.41667,4.43333
BECRQ,Chercq,Chercq,BE,50.58333,3.4
BECTA,Chertal,Chertal,BE,50.68333,5.66667
BECTL,Châtelineau,Châtelineau,BE,50.41667,4.51667
BEDDR,Dendermonde,Dendermonde,BE,51.03333,4.11667
BEDEG,Deurne,Deurne,BE,51.21667,4.46667
BEDEL,Doel,Doel,BE,51.31667,4.26667
BEDEZ,Deinze,Deinze,BE,50.98333,3.53333
BEDGN,Drongen,Drongen,BE,51.05,3.66667
BEDIA,Dinant,Dinant,BE,50.26667,4.91667
BEDIK,Diksmuide,Diksmuide,BE,51.03333,2.86667
BEDKN,Daknam,Daknam,BE,51.13333,3.98333
BEDLS,Dilsen,Dilsen,BE,51.03333,5.73333
BEDNB,Denderbelle,Denderbelle,BE,51,4.08333
BEDPE,De Pinte,De Pinte,BE,51,3.65
BEDPK,Diepenbeek,Diepenbeek,BE,50.9,5.4
BEDPY,Dampremy,Dampremy,BE,50.41667,4.4
BEDRW,Denderleeuw,Denderleeuw,BE,50.88333,4.06667
BEDSE,Dessel,Dessel,BE,51.23333,5.11667
BEDSL,Desselgem,Desselgem,BE,50.88333,3.35
